hs2022,hs2017,relationship
854939,852321,n:n
854939,852329,n:n
854939,852341,n:n
854939,852349,n:n
854939,852351,n:n
854939,852352,n:n
854939,852359,n:n
854939,852380,n:n
854939,852550,n:n
854939,852560,n:n
854939,852580,n:n
854939,852610,n:n
854939,852691,n:n
854939,852692,n:n
854939,852712,n:n
854939,852713,n:n
854939,852719,n:n
854939,852721,n:n
854939,852729,n:n
854939,852791,n:n
854939,852792,n:n
854939,852799,n:n
854939,852842,n:n
854939,852849,n:n
854939,852852,n:n
854939,852859,n:n
854939,852862,n:n
854939,852869,n:n
854939,852871,n:n
854939,852872,n:n
854939,852873,n:n
854939,852910,n:n
854939,852990,n:n
854939,853010,n:n
854939,853080,n:n
854939,853090,n:n
854939,853110,n:n
854939,853120,n:n
854939,853180,n:n
854939,853190,n:n
854939,853210,n:n
854939,853221,n:n
854939,853222,n:n
854939,853223,n:n
854939,853224,n:n
854939,853225,n:n
854939,853229,n:n
854939,853230,n:n
854939,853290,n:n
854939,853310,n:n
854939,853321,n:n
854939,853329,n:n
854939,853331,n:n
854939,853339,n:n
854939,853340,n:n
854939,853390,n:n
854939,853400,n:n
854939,853510,n:n
854939,853521,n:n
854939,853529,n:n
854939,853530,n:n
854939,853540,n:n
854939,853590,n:n
854939,853610,n:n
854939,853620,n:n
854939,853630,n:n
854939,853641,n:n
854939,853649,n:n
854939,853650,n:n
854939,853661,n:n
854939,853669,n:n
854939,853670,n:n
854939,853690,n:n
854939,853710,n:n
854939,853720,n:n
854939,853810,n:n
854939,853890,n:n
854939,853910,n:n
854939,853921,n:n
854939,853922,n:n
854939,853929,n:n
854939,853931,n:n
854939,853932,n:n
854939,853939,n:n
854939,853941,n:n
854939,853949,n:n
854939,853950,n:n
854939,853990,n:n
854939,854011,n:n
854939,854012,n:n
854939,854020,n:n
854939,854040,n:n
854939,854060,n:n
854939,854071,n:n
854939,854079,n:n
854939,854081,n:n
854939,854089,n:n
854939,854091,n:n
854939,854099,n:n
854939,854110,n:n
854939,854121,n:n
854939,854129,n:n
854939,854130,n:n
854939,854140,n:n
854939,854150,n:n
854939,854160,n:n
854939,854190,n:n
854939,854231,n:n
854939,854232,n:n
854939,854233,n:n
854939,854239,n:n
854939,854290,n:n
854939,854310,n:n
854939,854320,n:n
854939,854330,n:n
854939,854370,n:n
854939,854390,n:n
854939,854411,n:n
854939,854419,n:n
854939,854420,n:n
854939,854430,n:n
854939,854442,n:n
854939,854449,n:n
854939,854460,n:n
854939,854470,n:n
854939,854511,n:n
854939,854519,n:n
854939,854520,n:n
854939,854590,n:n
854939,854610,n:n
854939,854620,n:n
854939,854690,n:n
854939,854710,n:n
854939,854720,n:n
854939,854790,n:n
854939,854810,n:n
854939,854890,n:n
854939,900110,n:n
854939,900120,n:n
854939,900130,n:n
854939,900140,n:n
854939,900150,n:n
854939,900190,n:n
854939,900211,n:n
854939,900219,n:n
854939,900220,n:n
854939,900290,n:n
854939,900311,n:n
854939,900319,n:n
854939,900390,n:n
854939,900410,n:n
854939,900490,n:n
854939,900510,n:n
854939,900580,n:n
854939,900590,n:n
854939,900630,n:n
854939,900640,n:n
854939,900651,n:n
854939,900652,n:n
854939,900653,n:n
854939,900659,n:n
854939,900661,n:n
854939,900669,n:n
854939,900691,n:n
854939,900699,n:n
854939,900710,n:n
854939,900720,n:n
854939,900791,n:n
854939,900792,n:n
854939,900850,n:n
854939,900890,n:n
854939,901010,n:n
854939,901050,n:n
854939,901060,n:n
854939,901090,n:n
854939,901110,n:n
854939,901120,n:n
854939,901180,n:n
854939,901190,n:n
854939,901210,n:n
854939,901290,n:n
854939,901310,n:n
854939,901320,n:n
854939,901380,n:n
854939,901390,n:n
854939,901410,n:n
854939,901420,n:n
854939,901480,n:n
854939,901490,n:n
854939,901510,n:n
854939,901520,n:n
854939,901530,n:n
854939,901540,n:n
854939,901580,n:n
854939,901590,n:n
854939,901600,n:n
854939,901710,n:n
854939,901720,n:n
854939,901730,n:n
854939,901780,n:n
854939,901790,n:n
854939,901811,n:n
854939,901812,n:n
854939,901813,n:n
854939,901814,n:n
854939,901819,n:n
854939,901820,n:n
854939,901831,n:n
854939,901832,n:n
854939,901839,n:n
854939,901841,n:n
854939,901849,n:n
854939,901850,n:n
854939,901890,n:n
854939,901910,n:n
854939,901920,n:n
854939,902000,n:n
854939,902110,n:n
854939,902121,n:n
854939,902129,n:n
854939,902131,n:n
854939,902139,n:n
854939,902140,n:n
854939,902150,n:n
854939,902190,n:n
854939,902212,n:n
854939,902213,n:n
854939,902214,n:n
854939,902219,n:n
854939,902221,n:n
854939,902229,n:n
854939,902230,n:n
854939,902290,n:n
854939,902300,n:n
854939,902410,n:n
854939,902480,n:n
854939,902490,n:n
854939,902511,n:n
854939,902519,n:n
854939,902580,n:n
854939,902590,n:n
854939,902610,n:n
854939,902620,n:n
854939,902680,n:n
854939,902690,n:n
854939,902710,n:n
854939,902720,n:n
854939,902730,n:n
854939,902750,n:n
854939,902780,n:n
854939,902790,n:n
854939,902810,n:n
854939,902820,n:n
854939,902830,n:n
854939,902890,n:n
854939,902910,n:n
854939,902920,n:n
854939,902990,n:n
854939,903010,n:n
854939,903020,n:n
854939,903031,n:n
854939,903032,n:n
854939,903033,n:n
854939,903039,n:n
854939,903040,n:n
854939,903082,n:n
854939,903084,n:n
854939,903089,n:n
854939,903090,n:n
854939,903110,n:n
854939,903120,n:n
854939,903141,n:n
854939,903149,n:n
854939,903180,n:n
854939,903190,n:n
854939,903210,n:n
854939,903220,n:n
854939,903281,n:n
854939,903289,n:n
854939,903290,n:n
854939,903300,n:n
854939,910111,n:n
854939,910119,n:n
854939,910121,n:n
854939,910129,n:n
854939,910191,n:n
854939,910199,n:n
854939,910211,n:n
854939,910212,n:n
854939,910219,n:n
854939,910221,n:n
854939,910229,n:n
854939,910291,n:n
854939,910299,n:n
854939,910310,n:n
854939,910390,n:n
854939,910400,n:n
854939,910511,n:n
854939,910519,n:n
854939,910521,n:n
854939,910529,n:n
854939,910591,n:n
854939,910599,n:n
854939,910610,n:n
854939,910690,n:n
854939,910700,n:n
854939,910811,n:n
854939,910812,n:n
854939,910819,n:n
854939,910820,n:n
854939,910890,n:n
854939,910910,n:n
854939,910990,n:n
854939,911011,n:n
854939,911012,n:n
854939,911019,n:n
854939,911090,n:n
854939,911110,n:n
854939,911120,n:n
854939,911180,n:n
854939,911190,n:n
854939,911220,n:n
854939,911290,n:n
854939,911310,n:n
854939,911320,n:n
854939,911390,n:n
854939,911410,n:n
854939,911430,n:n
854939,911440,n:n
854939,911490,n:n
854939,950300,n:n
854939,950420,n:n
854939,950430,n:n
854939,950440,n:n
854939,950450,n:n
854939,950490,n:n
854939,950510,n:n
854939,950590,n:n
854939,950611,n:n
854939,950612,n:n
854939,950619,n:n
854939,950621,n:n
854939,950629,n:n
854939,950631,n:n
854939,950632,n:n
854939,950639,n:n
854939,950640,n:n
854939,950651,n:n
854939,950659,n:n
854939,950661,n:n
854939,950662,n:n
854939,950669,n:n
854939,950670,n:n
854939,950691,n:n
854939,950699,n:n
854939,950710,n:n
854939,950720,n:n
854939,950730,n:n
854939,950790,n:n
854939,950810,n:n
854939,950890,n:n
854991,382510,n:n
854991,382520,n:n
854991,382530,n:n
854991,382541,n:n
854991,382549,n:n
854991,382550,n:n
854991,382561,n:n
854991,382569,n:n
854991,382590,n:n
854991,700100,n:n
854991,711230,n:n
854991,711291,n:n
854991,711292,n:n
854991,711299,n:n
854991,840110,n:n
854991,840120,n:n
854991,840130,n:n
854991,840140,n:n
854991,840211,n:n
854991,840212,n:n
854991,840219,n:n
854991,840220,n:n
854991,840290,n:n
854991,840310,n:n
854991,840390,n:n
854991,840410,n:n
854991,840420,n:n
854991,840490,n:n
854991,840510,n:n
854991,840590,n:n
854991,840610,n:n
854991,840681,n:n
854991,840682,n:n
854991,840690,n:n
854991,840710,n:n
854991,840721,n:n
854991,840729,n:n
854991,840731,n:n
854991,840732,n:n
854991,840733,n:n
854991,840734,n:n
854991,840790,n:n
854991,840810,n:n
854991,840820,n:n
854991,840890,n:n
854991,840910,n:n
854991,840991,n:n
854991,840999,n:n
854991,841011,n:n
854991,841012,n:n
854991,841013,n:n
854991,841090,n:n
854991,841111,n:n
854991,841112,n:n
854991,841121,n:n
854991,841122,n:n
854991,841181,n:n
854991,841182,n:n
854991,841191,n:n
854991,841199,n:n
854991,841210,n:n
854991,841221,n:n
854991,841229,n:n
854991,841231,n:n
854991,841239,n:n
854991,841280,n:n
854991,841290,n:n
854991,841311,n:n
854991,841319,n:n
854991,841320,n:n
854991,841330,n:n
854991,841340,n:n
854991,841350,n:n
854991,841360,n:n
854991,841370,n:n
854991,841381,n:n
854991,841382,n:n
854991,841391,n:n
854991,841392,n:n
854991,841410,n:n
854991,841420,n:n
854991,841430,n:n
854991,841440,n:n
854991,841451,n:n
854991,841459,n:n
854991,841460,n:n
854991,841480,n:n
854991,841490,n:n
854991,841510,n:n
854991,841520,n:n
854991,841581,n:n
854991,841582,n:n
854991,841583,n:n
854991,841590,n:n
854991,841610,n:n
854991,841620,n:n
854991,841630,n:n
854991,841690,n:n
854991,841710,n:n
854991,841720,n:n
854991,841780,n:n
854991,841790,n:n
854991,841810,n:n
854991,841821,n:n
854991,841829,n:n
854991,841830,n:n
854991,841840,n:n
854991,841850,n:n
854991,841861,n:n
854991,841869,n:n
854991,841891,n:n
854991,841899,n:n
854991,841911,n:n
854991,841919,n:n
854991,841920,n:n
854991,841931,n:n
854991,841932,n:n
854991,841939,n:n
854991,841940,n:n
854991,841950,n:n
854991,841960,n:n
854991,841981,n:n
854991,841989,n:n
854991,841990,n:n
854991,842010,n:n
854991,842091,n:n
854991,842099,n:n
854991,842111,n:n
854991,842112,n:n
854991,842119,n:n
854991,842121,n:n
854991,842122,n:n
854991,842123,n:n
854991,842129,n:n
854991,842131,n:n
854991,842139,n:n
854991,842191,n:n
854991,842199,n:n
854991,842211,n:n
854991,842219,n:n
854991,842220,n:n
854991,842230,n:n
854991,842240,n:n
854991,842290,n:n
854991,842310,n:n
854991,842320,n:n
854991,842330,n:n
854991,842381,n:n
854991,842382,n:n
854991,842389,n:n
854991,842390,n:n
854991,842410,n:n
854991,842420,n:n
854991,842430,n:n
854991,842441,n:n
854991,842449,n:n
854991,842482,n:n
854991,842489,n:n
854991,842490,n:n
854991,842511,n:n
854991,842519,n:n
854991,842531,n:n
854991,842539,n:n
854991,842541,n:n
854991,842542,n:n
854991,842549,n:n
854991,842611,n:n
854991,842612,n:n
854991,842619,n:n
854991,842620,n:n
854991,842630,n:n
854991,842641,n:n
854991,842649,n:n
854991,842691,n:n
854991,842699,n:n
854991,842710,n:n
854991,842720,n:n
854991,842790,n:n
854991,842810,n:n
854991,842820,n:n
854991,842831,n:n
854991,842832,n:n
854991,842833,n:n
854991,842839,n:n
854991,842840,n:n
854991,842860,n:n
854991,842890,n:n
854991,842911,n:n
854991,842919,n:n
854991,842920,n:n
854991,842930,n:n
854991,842940,n:n
854991,842951,n:n
854991,842952,n:n
854991,842959,n:n
854991,843010,n:n
854991,843020,n:n
854991,843031,n:n
854991,843039,n:n
854991,843041,n:n
854991,843049,n:n
854991,843050,n:n
854991,843061,n:n
854991,843069,n:n
854991,843110,n:n
854991,843120,n:n
854991,843131,n:n
854991,843139,n:n
854991,843141,n:n
854991,843142,n:n
854991,843143,n:n
854991,843149,n:n
854991,843210,n:n
854991,843221,n:n
854991,843229,n:n
854991,843231,n:n
854991,843239,n:n
854991,843241,n:n
854991,843242,n:n
854991,843280,n:n
854991,843290,n:n
854991,843311,n:n
854991,843319,n:n
854991,843320,n:n
854991,843330,n:n
854991,843340,n:n
854991,843351,n:n
854991,843352,n:n
854991,843353,n:n
854991,843359,n:n
854991,843360,n:n
854991,843390,n:n
854991,843410,n:n
854991,843420,n:n
854991,843490,n:n
854991,843510,n:n
854991,843590,n:n
854991,843610,n:n
854991,843621,n:n
854991,843629,n:n
854991,843680,n:n
854991,843691,n:n
854991,843699,n:n
854991,843710,n:n
854991,843780,n:n
854991,843790,n:n
854991,843810,n:n
854991,843820,n:n
854991,843830,n:n
854991,843840,n:n
854991,843850,n:n
854991,843860,n:n
854991,843880,n:n
854991,843890,n:n
854991,843910,n:n
854991,843920,n:n
854991,843930,n:n
854991,843991,n:n
854991,843999,n:n
854991,844010,n:n
854991,844090,n:n
854991,844110,n:n
854991,844120,n:n
854991,844130,n:n
854991,844140,n:n
854991,844180,n:n
854991,844190,n:n
854991,844230,n:n
854991,844240,n:n
854991,844250,n:n
854991,844311,n:n
854991,844312,n:n
854991,844313,n:n
854991,844314,n:n
854991,844315,n:n
854991,844316,n:n
854991,844317,n:n
854991,844319,n:n
854991,844331,n:n
854991,844332,n:n
854991,844339,n:n
854991,844391,n:n
854991,844399,n:n
854991,844400,n:n
854991,844511,n:n
854991,844512,n:n
854991,844513,n:n
854991,844519,n:n
854991,844520,n:n
854991,844530,n:n
854991,844540,n:n
854991,844590,n:n
854991,844610,n:n
854991,844621,n:n
854991,844629,n:n
854991,844630,n:n
854991,844711,n:n
854991,844712,n:n
854991,844720,n:n
854991,844790,n:n
854991,844811,n:n
854991,844819,n:n
854991,844820,n:n
854991,844831,n:n
854991,844832,n:n
854991,844833,n:n
854991,844839,n:n
854991,844842,n:n
854991,844849,n:n
854991,844851,n:n
854991,844859,n:n
854991,844900,n:n
854991,845011,n:n
854991,845012,n:n
854991,845019,n:n
854991,845020,n:n
854991,845090,n:n
854991,845110,n:n
854991,845121,n:n
854991,845129,n:n
854991,845130,n:n
854991,845140,n:n
854991,845150,n:n
854991,845180,n:n
854991,845190,n:n
854991,845210,n:n
854991,845221,n:n
854991,845229,n:n
854991,845230,n:n
854991,845290,n:n
854991,845310,n:n
854991,845320,n:n
854991,845380,n:n
854991,845390,n:n
854991,845410,n:n
854991,845420,n:n
854991,845430,n:n
854991,845490,n:n
854991,845510,n:n
854991,845521,n:n
854991,845522,n:n
854991,845530,n:n
854991,845590,n:n
854991,845611,n:n
854991,845612,n:n
854991,845620,n:n
854991,845630,n:n
854991,845640,n:n
854991,845650,n:n
854991,845690,n:n
854991,845710,n:n
854991,845720,n:n
854991,845730,n:n
854991,845811,n:n
854991,845819,n:n
854991,845891,n:n
854991,845899,n:n
854991,845910,n:n
854991,845921,n:n
854991,845929,n:n
854991,845931,n:n
854991,845939,n:n
854991,845941,n:n
854991,845949,n:n
854991,845951,n:n
854991,845959,n:n
854991,845961,n:n
854991,845969,n:n
854991,845970,n:n
854991,846012,n:n
854991,846019,n:n
854991,846022,n:n
854991,846023,n:n
854991,846024,n:n
854991,846029,n:n
854991,846031,n:n
854991,846039,n:n
854991,846040,n:n
854991,846090,n:n
854991,846120,n:n
854991,846130,n:n
854991,846140,n:n
854991,846150,n:n
854991,846190,n:n
854991,846210,n:n
854991,846221,n:n
854991,846229,n:n
854991,846231,n:n
854991,846239,n:n
854991,846241,n:n
854991,846249,n:n
854991,846291,n:n
854991,846299,n:n
854991,846310,n:n
854991,846320,n:n
854991,846330,n:n
854991,846390,n:n
854991,846410,n:n
854991,846420,n:n
854991,846490,n:n
854991,846510,n:n
854991,846520,n:n
854991,846591,n:n
854991,846592,n:n
854991,846593,n:n
854991,846594,n:n
854991,846595,n:n
854991,846596,n:n
854991,846599,n:n
854991,846610,n:n
854991,846620,n:n
854991,846630,n:n
854991,846691,n:n
854991,846692,n:n
854991,846693,n:n
854991,846694,n:n
854991,846711,n:n
854991,846719,n:n
854991,846721,n:n
854991,846722,n:n
854991,846729,n:n
854991,846781,n:n
854991,846789,n:n
854991,846791,n:n
854991,846792,n:n
854991,846799,n:n
854991,846810,n:n
854991,846820,n:n
854991,846880,n:n
854991,846890,n:n
854991,847010,n:n
854991,847021,n:n
854991,847029,n:n
854991,847030,n:n
854991,847050,n:n
854991,847090,n:n
854991,847130,n:n
854991,847141,n:n
854991,847149,n:n
854991,847150,n:n
854991,847160,n:n
854991,847170,n:n
854991,847180,n:n
854991,847190,n:n
854991,847210,n:n
854991,847230,n:n
854991,847290,n:n
854991,847321,n:n
854991,847329,n:n
854991,847330,n:n
854991,847340,n:n
854991,847350,n:n
854991,847410,n:n
854991,847420,n:n
854991,847431,n:n
854991,847432,n:n
854991,847439,n:n
854991,847480,n:n
854991,847490,n:n
854991,847510,n:n
854991,847521,n:n
854991,847529,n:n
854991,847590,n:n
854991,847621,n:n
854991,847629,n:n
854991,847681,n:n
854991,847689,n:n
854991,847690,n:n
854991,847710,n:n
854991,847720,n:n
854991,847730,n:n
854991,847740,n:n
854991,847751,n:n
854991,847759,n:n
854991,847780,n:n
854991,847790,n:n
854991,847810,n:n
854991,847890,n:n
854991,847910,n:n
854991,847920,n:n
854991,847930,n:n
854991,847940,n:n
854991,847950,n:n
854991,847960,n:n
854991,847971,n:n
854991,847979,n:n
854991,847981,n:n
854991,847982,n:n
854991,847989,n:n
854991,847990,n:n
854991,848010,n:n
854991,848020,n:n
854991,848030,n:n
854991,848041,n:n
854991,848049,n:n
854991,848050,n:n
854991,848060,n:n
854991,848071,n:n
854991,848079,n:n
854991,848110,n:n
854991,848120,n:n
854991,848130,n:n
854991,848140,n:n
854991,848180,n:n
854991,848190,n:n
854991,848210,n:n
854991,848220,n:n
854991,848230,n:n
854991,848240,n:n
854991,848250,n:n
854991,848280,n:n
854991,848291,n:n
854991,848299,n:n
854991,848310,n:n
854991,848320,n:n
854991,848330,n:n
854991,848340,n:n
854991,848350,n:n
854991,848360,n:n
854991,848390,n:n
854991,848410,n:n
854991,848420,n:n
854991,848490,n:n
854991,848610,n:n
854991,848620,n:n
854991,848630,n:n
854991,848640,n:n
854991,848690,n:n
854991,848710,n:n
854991,848790,n:n
854991,850110,n:n
854991,850120,n:n
854991,850131,n:n
854991,850132,n:n
854991,850133,n:n
854991,850134,n:n
854991,850140,n:n
854991,850151,n:n
854991,850152,n:n
854991,850153,n:n
854991,850161,n:n
854991,850162,n:n
854991,850163,n:n
854991,850164,n:n
854991,850211,n:n
854991,850212,n:n
854991,850213,n:n
854991,850220,n:n
854991,850231,n:n
854991,850239,n:n
854991,850240,n:n
854991,850300,n:n
854991,850410,n:n
854991,850421,n:n
854991,850422,n:n
854991,850423,n:n
854991,850431,n:n
854991,850432,n:n
854991,850433,n:n
854991,850434,n:n
854991,850440,n:n
854991,850450,n:n
854991,850490,n:n
854991,850511,n:n
854991,850519,n:n
854991,850520,n:n
854991,850590,n:n
854991,850610,n:n
854991,850630,n:n
854991,850640,n:n
854991,850650,n:n
854991,850660,n:n
854991,850680,n:n
854991,850690,n:n
854991,850710,n:n
854991,850720,n:n
854991,850730,n:n
854991,850740,n:n
854991,850750,n:n
854991,850760,n:n
854991,850780,n:n
854991,850790,n:n
854991,850811,n:n
854991,850819,n:n
854991,850860,n:n
854991,850870,n:n
854991,850940,n:n
854991,850980,n:n
854991,850990,n:n
854991,851010,n:n
854991,851020,n:n
854991,851030,n:n
854991,851090,n:n
854991,851110,n:n
854991,851120,n:n
854991,851130,n:n
854991,851140,n:n
854991,851150,n:n
854991,851180,n:n
854991,851190,n:n
854991,851210,n:n
854991,851220,n:n
854991,851230,n:n
854991,851240,n:n
854991,851290,n:n
854991,851310,n:n
854991,851390,n:n
854991,851410,n:n
854991,851420,n:n
854991,851430,n:n
854991,851440,n:n
854991,851490,n:n
854991,851511,n:n
854991,851519,n:n
854991,851521,n:n
854991,851529,n:n
854991,851531,n:n
854991,851539,n:n
854991,851580,n:n
854991,851590,n:n
854991,851610,n:n
854991,851621,n:n
854991,851629,n:n
854991,851631,n:n
854991,851632,n:n
854991,851633,n:n
854991,851640,n:n
854991,851650,n:n
854991,851660,n:n
854991,851671,n:n
854991,851672,n:n
854991,851679,n:n
854991,851680,n:n
854991,851690,n:n
854991,851711,n:n
854991,851712,n:n
854991,851718,n:n
854991,851761,n:n
854991,851762,n:n
854991,851769,n:n
854991,851770,n:n
854991,851810,n:n
854991,851821,n:n
854991,851822,n:n
854991,851829,n:n
854991,851830,n:n
854991,851840,n:n
854991,851850,n:n
854991,851890,n:n
854991,851920,n:n
854991,851930,n:n
854991,851950,n:n
854991,851981,n:n
854991,851989,n:n
854991,852110,n:n
854991,852190,n:n
854991,852210,n:n
854991,852290,n:n
854991,852321,n:n
854991,852329,n:n
854991,852341,n:n
854991,852349,n:n
854991,852351,n:n
854991,852352,n:n
854991,852359,n:n
854991,852380,n:n
854991,852550,n:n
854991,852560,n:n
854991,852580,n:n
854991,852610,n:n
854991,852691,n:n
854991,852692,n:n
854991,852712,n:n
854991,852713,n:n
854991,852719,n:n
854991,852721,n:n
854991,852729,n:n
854991,852791,n:n
854991,852792,n:n
854991,852799,n:n
854991,852842,n:n
854991,852849,n:n
854991,852852,n:n
854991,852859,n:n
854991,852862,n:n
854991,852869,n:n
854991,852871,n:n
854991,852872,n:n
854991,852873,n:n
854991,852910,n:n
854991,852990,n:n
854991,853010,n:n
854991,853080,n:n
854991,853090,n:n
854991,853110,n:n
854991,853120,n:n
854991,853180,n:n
854991,853190,n:n
854991,853210,n:n
854991,853221,n:n
854991,853222,n:n
854991,853223,n:n
854991,853224,n:n
854991,853225,n:n
854991,853229,n:n
854991,853230,n:n
854991,853290,n:n
854991,853310,n:n
854991,853321,n:n
854991,853329,n:n
854991,853331,n:n
854991,853339,n:n
854991,853340,n:n
854991,853390,n:n
854991,853400,n:n
854991,853510,n:n
854991,853521,n:n
854991,853529,n:n
854991,853530,n:n
854991,853540,n:n
854991,853590,n:n
854991,853610,n:n
854991,853620,n:n
854991,853630,n:n
854991,853641,n:n
854991,853649,n:n
854991,853650,n:n
854991,853661,n:n
854991,853669,n:n
854991,853670,n:n
854991,853690,n:n
854991,853710,n:n
854991,853720,n:n
854991,853810,n:n
854991,853890,n:n
854991,853910,n:n
854991,853921,n:n
854991,853922,n:n
854991,853929,n:n
854991,853931,n:n
854991,853932,n:n
854991,853939,n:n
854991,853941,n:n
854991,853949,n:n
854991,853950,n:n
854991,853990,n:n
854991,854011,n:n
854991,854012,n:n
854991,854020,n:n
854991,854040,n:n
854991,854060,n:n
854991,854071,n:n
854991,854079,n:n
854991,854081,n:n
854991,854089,n:n
854991,854091,n:n
854991,854099,n:n
854991,854110,n:n
854991,854121,n:n
854991,854129,n:n
854991,854130,n:n
854991,854140,n:n
854991,854150,n:n
854991,854160,n:n
854991,854190,n:n
854991,854231,n:n
854991,854232,n:n
854991,854233,n:n
854991,854239,n:n
854991,854290,n:n
854991,854310,n:n
854991,854320,n:n
854991,854330,n:n
854991,854370,n:n
854991,854390,n:n
854991,854411,n:n
854991,854419,n:n
854991,854420,n:n
854991,854430,n:n
854991,854442,n:n
854991,854449,n:n
854991,854460,n:n
854991,854470,n:n
854991,854511,n:n
854991,854519,n:n
854991,854520,n:n
854991,854590,n:n
854991,854610,n:n
854991,854620,n:n
854991,854690,n:n
854991,854710,n:n
854991,854720,n:n
854991,854790,n:n
854991,854810,n:n
854991,854890,n:n
854991,900110,n:n
854991,900120,n:n
854991,900130,n:n
854991,900140,n:n
854991,900150,n:n
854991,900190,n:n
854991,900211,n:n
854991,900219,n:n
854991,900220,n:n
854991,900290,n:n
854991,900311,n:n
854991,900319,n:n
854991,900390,n:n
854991,900410,n:n
854991,900490,n:n
854991,900510,n:n
854991,900580,n:n
854991,900590,n:n
854991,900630,n:n
854991,900640,n:n
854991,900651,n:n
854991,900652,n:n
854991,900653,n:n
854991,900659,n:n
854991,900661,n:n
854991,900669,n:n
854991,900691,n:n
854991,900699,n:n
854991,900710,n:n
854991,900720,n:n
854991,900791,n:n
854991,900792,n:n
854991,900850,n:n
854991,900890,n:n
854991,901010,n:n
854991,901050,n:n
854991,901060,n:n
854991,901090,n:n
854991,901110,n:n
854991,901120,n:n
854991,901180,n:n
854991,901190,n:n
854991,901210,n:n
854991,901290,n:n
854991,901310,n:n
854991,901320,n:n
854991,901380,n:n
854991,901390,n:n
854991,901410,n:n
854991,901420,n:n
854991,901480,n:n
854991,901490,n:n
854991,901510,n:n
854991,901520,n:n
854991,901530,n:n
854991,901540,n:n
854991,901580,n:n
854991,901590,n:n
854991,901600,n:n
854991,901710,n:n
854991,901720,n:n
854991,901730,n:n
854991,901780,n:n
854991,901790,n:n
854991,901811,n:n
854991,901812,n:n
854991,901813,n:n
854991,901814,n:n
854991,901819,n:n
854991,901820,n:n
854991,901831,n:n
854991,901832,n:n
854991,901839,n:n
854991,901841,n:n
854991,901849,n:n
854991,901850,n:n
854991,901890,n:n
854991,901910,n:n
854991,901920,n:n
854991,902000,n:n
854991,902110,n:n
854991,902121,n:n
854991,902129,n:n
854991,902131,n:n
854991,902139,n:n
854991,902140,n:n
854991,902150,n:n
854991,902190,n:n
854991,902212,n:n
854991,902213,n:n
854991,902214,n:n
854991,902219,n:n
854991,902221,n:n
854991,902229,n:n
854991,902230,n:n
854991,902290,n:n
854991,902300,n:n
854991,902410,n:n
854991,902480,n:n
854991,902490,n:n
854991,902511,n:n
854991,902519,n:n
854991,902580,n:n
854991,902590,n:n
854991,902610,n:n
854991,902620,n:n
854991,902680,n:n
854991,902690,n:n
854991,902710,n:n
854991,902720,n:n
854991,902730,n:n
854991,902750,n:n
854991,902780,n:n
854991,902790,n:n
854991,902810,n:n
854991,902820,n:n
854991,902830,n:n
854991,902890,n:n
854991,902910,n:n
854991,902920,n:n
854991,902990,n:n
854991,903010,n:n
854991,903020,n:n
854991,903031,n:n
854991,903032,n:n
854991,903033,n:n
854991,903039,n:n
854991,903040,n:n
854991,903082,n:n
854991,903084,n:n
854991,903089,n:n
854991,903090,n:n
854991,903110,n:n
854991,903120,n:n
854991,903141,n:n
854991,903149,n:n
854991,903180,n:n
854991,903190,n:n
854991,903210,n:n
854991,903220,n:n
854991,903281,n:n
854991,903289,n:n
854991,903290,n:n
854991,903300,n:n
854991,910111,n:n
854991,910119,n:n
854991,910121,n:n
854991,910129,n:n
854991,910191,n:n
854991,910199,n:n
854991,910211,n:n
854991,910212,n:n
854991,910219,n:n
854991,910221,n:n
854991,910229,n:n
854991,910291,n:n
854991,910299,n:n
854991,910310,n:n
854991,910390,n:n
854991,910400,n:n
854991,910511,n:n
854991,910519,n:n
854991,910521,n:n
854991,910529,n:n
854991,910591,n:n
854991,910599,n:n
854991,910610,n:n
854991,910690,n:n
854991,910700,n:n
854991,910811,n:n
854991,910812,n:n
854991,910819,n:n
854991,910820,n:n
854991,910890,n:n
854991,910910,n:n
854991,910990,n:n
854991,911011,n:n
854991,911012,n:n
854991,911019,n:n
854991,911090,n:n
854991,911110,n:n
854991,911120,n:n
854991,911180,n:n
854991,911190,n:n
854991,911220,n:n
854991,911290,n:n
854991,911310,n:n
854991,911320,n:n
854991,911390,n:n
854991,911410,n:n
854991,911430,n:n
854991,911440,n:n
854991,911490,n:n
854991,950300,n:n
854991,950420,n:n
854991,950430,n:n
854991,950440,n:n
854991,950450,n:n
854991,950490,n:n
854991,950510,n:n
854991,950590,n:n
854991,950611,n:n
854991,950612,n:n
854991,950619,n:n
854991,950621,n:n
854991,950629,n:n
854991,950631,n:n
854991,950632,n:n
854991,950639,n:n
854991,950640,n:n
854991,950651,n:n
854991,950659,n:n
854991,950661,n:n
854991,950662,n:n
854991,950669,n:n
854991,950670,n:n
854991,950691,n:n
854991,950699,n:n
854991,950710,n:n
854991,950720,n:n
854991,950730,n:n
854991,950790,n:n
854991,950810,n:n
854991,950890,n:n
854999,382510,n:n
854999,382520,n:n
854999,382530,n:n
854999,382541,n:n
854999,382549,n:n
854999,382550,n:n
854999,382561,n:n
854999,382569,n:n
854999,382590,n:n
854999,700100,n:n
854999,711230,n:n
854999,711291,n:n
854999,711292,n:n
854999,711299,n:n
854999,840110,n:n
854999,840120,n:n
854999,840130,n:n
854999,840140,n:n
